PPD_ID,Gene Symbol,Gene ID,Protein concentration,Unit,Method,Sample type,Reference,Highest reported plasma protein level,Unit,Sample type
HPRD_03856,OGN,4969,16,ng/ml,Spectral counting,Plasma,21632744,16,ng/ml,Plasma
HPRD_17660,OIT3,170392,6.4,ng/ml,Spectral counting,Plasma,21632744,6.4,ng/ml,Plasma
HPRD_09249,OLFM1,10439,56,ng/ml,Spectral counting,Plasma,21632744,56,ng/ml,Plasma
HPRD_00724,ORM1,5004,220,ug/ml,Spectral counting,Plasma,21632744,1615,ug/ml,Serum
HPRD_00724,ORM1,5004,700-1100,ug/ml,Single radial immunodiffusion,Serum,4172868,610,ug/ml,Plasma
HPRD_00724,ORM1,5004,4.54,ug/ml,Multiple reaction monitoring,Plasma,23245390,,,
HPRD_00724,ORM1,5004,350,ng/ml,Multiple reaction monitoring,Plasma,22577024,,,
HPRD_00724,ORM1,5004,383,ng/ml,Multiple reaction monitoring,Plasma,23592487,,,
HPRD_00724,ORM1,5004,270-1615,ug/ml,Immunoelectrophoresis,Serum,22112431,,,
HPRD_00724,ORM1,5004,610,ug/ml,Immunoassay,Plasma,16038022,,,
HPRD_00724,ORM1,5004,610,ug/ml,-,Plasma,19572557,,,
HPRD_00724,ORM1,5004,690,ug/ml,-,Plasma,15611012,,,
HPRD_00724,ORM1,5004,690,ug/ml,-,Plasma,19690635,,,
HPRD_00724,ORM1,5004,690,ug/ml,-,Plasma,20204147,,,
HPRD_00724,ORM1,5004,700,ug/ml,-,Plasma,12938928,,,
HPRD_00724,ORM1,5004,870,ug/ml,-,Plasma,15627965,,,
HPRD_00725,ORM2,5005,220,ug/ml,Spectral counting,Plasma,21632744,610,ug/ml,Plasma
HPRD_00725,ORM2,5005,610,ug/ml,Immunoassay,Plasma,16038022,,,
HPRD_00725,ORM2,5005,1,mg/ml,-,Plasma,12938928,,,
HPRD_00725,ORM2,5005,610,ug/ml,-,Plasma,19572557,,,
HPRD_00725,ORM2,5005,610,ug/ml,-,Plasma,20677825,,,
HPRD_06035,OSCAR,126014,2.5,ng/ml,Spectral counting,Plasma,21632744,2.5,ng/ml,Plasma
HPRD_01300,OSM,5008,48,pg/ml,Immunoassay,Plasma,16038022,48,pg/ml,Plasma
HPRD_01300,OSM,5008,0.0-1.7,pg/ml,ELISA,Serum,9346362,48,pg/ml,Plasma
HPRD_01300,OSM,5008,0-1.1,pg/ml,ELISA,Serum,10815616,,,
HPRD_01300,OSM,5008,0-10.5,pg/ml,ELISA,Serum,10233412,,,
HPRD_03446,OSMR,9180,1.1,ng/ml,Spectral counting,Plasma,21632744,2.8,ng/ml,Plasma
HPRD_03446,OSMR,9180,2.8,ng/ml,Spectral counting,Plasma,21632744,,,
HPRD_08947,OTC,5009,5,ng/ml,Spectral counting,Plasma,21632744,5,ng/ml,Plasma
HPRD_08880,OXT,5020,35,ng/ml,Spectral counting,Plasma,21632744,35,ng/ml,Plasma
HPRD_07181,P4HB,5034,23,ng/ml,Spectral counting,Plasma,21632744,23,ng/ml,Plasma
HPRD_03685,PA2G4,5036,2.8,ng/ml,Spectral counting,Plasma,21632744,2.8,ng/ml,Plasma
HPRD_05247,PABPC1,26986,1.9,ng/ml,Spectral counting,Plasma,21632744,1.9,ng/ml,Plasma
HPRD_01448,PAPPA,5069,1,ng/ml,-,Plasma,19690635,1,ng/ml,Plasma
HPRD_03961,PARK7,11315,23,ng/ml,Spectral counting,Plasma,21632744,23,ng/ml,Plasma
HPRD_16284,PARVB,29780,3.1,ng/ml,Spectral counting,Plasma,21632744,3.1,ng/ml,Plasma
HPRD_03128,PCBP1,5093,3.5,ng/ml,Spectral counting,Plasma,21632744,3.5,ng/ml,Plasma
HPRD_03129,PCBP2,5094,3.5,ng/ml,Spectral counting,Plasma,21632744,3.5,ng/ml,Plasma
HPRD_01981,PCCA,5095,3.6,ng/ml,Spectral counting,Plasma,21632744,3.6,ng/ml,Plasma
HPRD_02026,PCK2,5106,1.2,ng/ml,Spectral counting,Plasma,21632744,1.2,ng/ml,Plasma
HPRD_08908,PCMT1,5110,3.9,ng/ml,Spectral counting,Plasma,21632744,3.9,ng/ml,Plasma
HPRD_02603,PCOLCE,5118,110,ng/ml,Spectral counting,Plasma,21632744,110,ng/ml,Plasma
HPRD_02320,PCSK1N,27344,120,ng/ml,Spectral counting,Plasma,21632744,120,ng/ml,Plasma
HPRD_07080,PCSK9,255738,82,ng/ml,Spectral counting,Plasma,21632744,82,ng/ml,Plasma
HPRD_11422,PCYOX1,51449,54,ng/ml,Spectral counting,Plasma,21632744,54,ng/ml,Plasma
HPRD_01388,PDE1B,5153,170,ng/ml,Spectral counting,Plasma,21632744,170,ng/ml,Plasma
HPRD_01815,PDGFB,5155,320,pg/ml,-,Plasma,19690635,320,pg/ml,Plasma
HPRD_01429,PDGFRA,5156,4.6,ng/ml,Immunoassay,Plasma,16038022,4.6,ng/ml,Plasma
HPRD_03625,PDIA3,2923,32,ng/ml,Spectral counting,Plasma,21632744,49.2,ug/ml,Blood
HPRD_06501,PDIA4,9601,6.4,ng/ml,Spectral counting,Plasma,21632744,6.4,ng/ml,Plasma
HPRD_07504,PDIA6,10130,4,ng/ml,Spectral counting,Plasma,21632744,4,ng/ml,Plasma
HPRD_09326,PDLIM1,9124,59,ng/ml,Spectral counting,Plasma,21632744,59,ng/ml,Plasma
HPRD_08388,PDLIM3,27295,8.5,ng/ml,Spectral counting,Plasma,21632744,8.5,ng/ml,Plasma
HPRD_05799,PDLIM5,10611,7.4,ng/ml,Spectral counting,Plasma,21632744,16,ng/ml,Plasma
HPRD_06850,PEBP1,5037,190,ng/ml,Spectral counting,Plasma,21632744,190,ng/ml,Plasma
HPRD_11424,PEBP4,157310,350,ng/ml,Spectral counting,Plasma,21632744,350,ng/ml,Plasma
HPRD_01425,PECAM1,5175,6.6,ng/ml,-,Plasma,15611012,6.6,ng/ml,Plasma
HPRD_01425,PECAM1,5175,6.6,ng/ml,-,Plasma,19690635,,,
HPRD_01358,PEPD,5184,70,ng/ml,Spectral counting,Plasma,21632744,70,ng/ml,Plasma
HPRD_01426,PF4,5196,420,ng/ml,Spectral counting,Plasma,21632744,420,ng/ml,Plasma
HPRD_01426,PF4,5196,2.8-16.5,ng/ml,Radioimmunoassay,Plasma,6222505,,,
HPRD_01426,PF4,5196,5.6 ± 4.8,ng/ml,Radioimmunoassay,Plasma,3570037,,,
HPRD_01426,PF4,5196,7.7,ng/ml,-,Plasma,15611012,,,
HPRD_01426,PF4,5196,9.7,ng/ml,-,Plasma,19690635,,,
HPRD_01426,PF4,5196,5.6 ± 4.8,ng/ml,-,Plasma,20677825,,,
HPRD_01427,PF4V1,5197,230,ng/ml,Spectral counting,Plasma,21632744,230,ng/ml,Plasma
HPRD_01452,PFN1,5216,130,ng/ml,Spectral counting,Plasma,21632744,130,ng/ml,Plasma
HPRD_01392,PGAM1,5223,48,ng/ml,Spectral counting,Plasma,21632744,48,ng/ml,Plasma
HPRD_02027,PGAM2,5224,48,ng/ml,Spectral counting,Plasma,21632744,48,ng/ml,Plasma
HPRD_01391,PGD,5226,29,ng/ml,Spectral counting,Plasma,21632744,29,ng/ml,Plasma
HPRD_03076,PGF,5228,8.6-22.5,pg/ml,ELISA,Plasma,20615083,22.5,pg/ml,Plasma
HPRD_03076,PGF,5228,9.5-22.5,pg/ml,ELISA,Plasma,20473593,22.5,pg/ml,Plasma
HPRD_02412,PGK1,5230,99,ng/ml,Spectral counting,Plasma,21632744,99,ng/ml,Plasma
HPRD_12001,PGLS,25796,2.8,ng/ml,Spectral counting,Plasma,21632744,2.8,ng/ml,Plasma
HPRD_05393,PGLYRP1,8993,26,ng/ml,Spectral counting,Plasma,21632744,26,ng/ml,Plasma
HPRD_10495,PGLYRP2,114770,14,ug/ml,Spectral counting,Plasma,21632744,14,ug/ml,Plasma
HPRD_01389,PGM1,5236,17,ng/ml,Spectral counting,Plasma,21632744,17,ng/ml,Plasma
HPRD_11430,PI16,221476,41,ng/ml,Spectral counting,Plasma,21632744,41,ng/ml,Plasma
HPRD_11430,PI16,221476,384-2072,ng/ml,ELISA,Serum,15344909,2.072,ug/ml,Serum
HPRD_11430,PI16,221476,710,ng/ml,-,Plasma,19690635,,,
HPRD_15947,PI3,5266,68,ng/ml,Spectral counting,Plasma,21632744,68,ng/ml,Plasma
HPRD_01436,PIGR,5284,25,ng/ml,Spectral counting,Plasma,21632744,25,ng/ml,Plasma
HPRD_17518,PIK3IP1,113791,29,ng/ml,Spectral counting,Plasma,21632744,29,ng/ml,Plasma
HPRD_07179,PIP,5304,22,ng/ml,Spectral counting,Plasma,21632744,22,ng/ml,Plasma
HPRD_17854,PISD,23761,3.4,ng/ml,Spectral counting,Plasma,21632744,3.4,ng/ml,Plasma
HPRD_11841,PKLR,5313,2.5,ng/ml,Spectral counting,Plasma,21632744,2.5,ng/ml,Plasma
HPRD_01529,PKM,5315,2.5,ng/ml,Spectral counting,Plasma,21632744,2.5,ng/ml,Plasma
HPRD_01529,PKM,5315,15,ug/ml,-,Plasma,19690635,,,
HPRD_03579,PKP1,5317,3.6,ng/ml,Spectral counting,Plasma,21632744,3.6,ng/ml,Plasma
HPRD_01396,PLA2G1B,5319,5.7,ng/ml,Spectral counting,Plasma,21632744,5.7,ng/ml,Plasma
HPRD_01396,PLA2G1B,5319,1.5,ng/ml,-,Plasma,15611012,1.91,ng/ml,Plasma
HPRD_01419,PLAT,5327,7.3±3,ng/ml,Enzyme immunoassay,Serum,12818410,10.3,ng/ml,Serum
HPRD_01419,PLAT,5327,5.5-9.5,ng/ml,ELISA,Plasma,12215862,,,
HPRD_01419,PLAT,5327,7.3,ng/ml,-,Plasma,15611012,,,
HPRD_01419,PLAT,5327,7.3,ng/ml,-,Plasma,19690635,,,
HPRD_01883,PLAU,5328,0.79 + 0.42,ng/ml,ELISA,Plasma,7874270,1.21,ng/ml,Plasma
HPRD_03180,PLEC,5339,7.5,ng/ml,Spectral counting,Plasma,21632744,7.5,ng/ml,Plasma
HPRD_15935,PLEK,5341,110,ng/ml,Spectral counting,Plasma,21632744,110,ng/ml,Plasma
HPRD_01417,PLG,5340,25,ug/ml,Spectral counting,Plasma,21632744,400,ug/ml,Serum
HPRD_01417,PLG,5340,200-400,ug/ml,Single radial immunodiffusion,Serum,4172868,148,ug/ml,Plasma
HPRD_01417,PLG,5340,54-148,ug/ml,Nephelometric immunoassay,Plasma,8852360,,,
HPRD_01417,PLG,5340,6.8,ug/ml,Multiple reaction monitoring,Plasma,23245390,,,
HPRD_01417,PLG,5340,11.4,ug/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_01417,PLG,5340,36,ng/ml,Multiple reaction monitoring,Plasma,22577024,,,
HPRD_01417,PLG,5340,140,ug/ml,Immunoassay,Plasma,16038022,,,
HPRD_01417,PLG,5340,100,ug/ml,-,Plasma,15611012,,,
HPRD_01417,PLG,5340,100,ug/ml,-,Plasma,20204147,,,
HPRD_01417,PLG,5340,110,ug/ml,-,Plasma,19690635,,,
HPRD_01417,PLG,5340,140,ug/ml,-,Plasma,19572557,,,
HPRD_01417,PLG,5340,150,ug/ml,-,Plasma,12938928,,,
HPRD_01417,PLG,5340,155,ug/ml,-,Plasma,15627965,,,
HPRD_04080,PLIN3,10226,1.3,ng/ml,Spectral counting,Plasma,21632744,1.3,ng/ml,Plasma
HPRD_01086,PLOD1,5351,11,ng/ml,Spectral counting,Plasma,21632744,11,ng/ml,Plasma
HPRD_02133,PLS3,5358,150,ng/ml,Spectral counting,Plasma,21632744,150,ng/ml,Plasma
HPRD_01399,PLTP,5360,64,ng/ml,Spectral counting,Plasma,21632744,64,ng/ml,Plasma
HPRD_08440,PLXDC2,84898,1.6,ng/ml,Spectral counting,Plasma,21632744,1.6,ng/ml,Plasma
HPRD_03032,PLXNB1,5364,3.5,ng/ml,Spectral counting,Plasma,21632744,3.5,ng/ml,Plasma
HPRD_05050,PLXNB2,23654,3.1,ng/ml,Spectral counting,Plasma,21632744,3.1,ng/ml,Plasma
HPRD_02005,PNLIP,5406,2,ng/ml,Spectral counting,Plasma,21632744,2,ng/ml,Plasma
HPRD_01247,PNP,4860,9.2,ng/ml,Spectral counting,Plasma,21632744,9.2,ng/ml,Plasma
HPRD_01462,POMC,5443,11,pg/ml,-,Plasma,19690635,11,pg/ml,Plasma
HPRD_01351,PON1,5444,7.7,ug/ml,Spectral counting,Plasma,21632744,527.4,ug/ml,Serum
HPRD_01351,PON1,5444,59.3 ± 1.3,ug/ml,Sandwich ELISA,Serum,10946025,527.4,ug/ml,Serum
HPRD_01351,PON1,5444,16.8-527.4,ug/ml,ELISA,Serum,9712341,7.7,ug/ml,Plasma
HPRD_01351,PON1,5444,16.8-527.4,ug/ml,ELISA,Serum,11557671,,,
HPRD_01351,PON1,5444,59,ug/ml,-,Plasma,15611012,,,
HPRD_01351,PON1,5444,59,ug/ml,-,Plasma,19690635,,,
HPRD_01351,PON1,5444,59,ug/ml,-,Plasma,20204147,,,
HPRD_04098,PON3,5446,11,ng/ml,Spectral counting,Plasma,21632744,,,
HPRD_04098,PON3,5446,116,ng/ml,Multiple reaction monitoring,Plasma,22577024,,,
HPRD_04098,PON3,5446,1-2.47,ug/ml,ELISA,Serum,21335322,116,ng/ml,Plasma
HPRD_12295,POSTN,10631,16,ng/ml,Spectral counting,Plasma,21632744,3.56,ng/ml,Serum
HPRD_07171,PPBP,5473,7,ug/ml,Spectral counting,Plasma,21632744,2.47,ug/ml,Serum
HPRD_07171,PPBP,5473,12-50.9,ng/ml,Radioimmunoassay,Plasma,6222505,7,ug/ml,Plasma
HPRD_07760,PPCS,79717,7.4,ng/ml,Spectral counting,Plasma,21632744,7.4,ng/ml,Plasma
HPRD_00457,PPIA,5478,140,ng/ml,Spectral counting,Plasma,21632744,140,ng/ml,Plasma
HPRD_00458,PPIB,5479,21,ng/ml,Spectral counting,Plasma,21632744,21,ng/ml,Plasma
HPRD_16000,PPP1R9A,55607,2.3,ng/ml,Spectral counting,Plasma,21632744,2.3,ng/ml,Plasma
HPRD_02858,PPP2R4,5524,3.3,ng/ml,Spectral counting,Plasma,21632744,3.3,ng/ml,Plasma
HPRD_08352,PRCP,5547,3.5,ng/ml,Spectral counting,Plasma,21632744,3.5,ng/ml,Plasma
HPRD_01458,PRDX1,5052,60,ng/ml,Spectral counting,Plasma,21632744,60,ng/ml,Plasma
HPRD_02763,PRDX2,7001,510,ng/ml,Spectral counting,Plasma,21632744,510,ng/ml,Plasma
HPRD_05305,PRDX3,10935,6.6,ng/ml,Spectral counting,Plasma,21632744,6.6,ng/ml,Plasma
HPRD_05958,PRDX5,25824,9.6,ng/ml,Spectral counting,Plasma,21632744,9.6,ng/ml,Plasma
HPRD_03817,PRDX6,9588,25,ng/ml,Spectral counting,Plasma,21632744,25,ng/ml,Plasma
HPRD_03556,PRELP,5549,5.9,ng/ml,Spectral counting,Plasma,21632744,5.9,ng/ml,Plasma
HPRD_02673,PREP,5550,1,ng/ml,Spectral counting,Plasma,21632744,1,ng/ml,Plasma
HPRD_09283,PRG2,5553,20,ng/ml,Spectral counting,Plasma,21632744,20,ng/ml,Plasma
HPRD_05047,PRG4,10216,260,ng/ml,Spectral counting,Plasma,21632744,260,ng/ml,Plasma
HPRD_03518,PRKCSH,5589,15,ng/ml,Spectral counting,Plasma,21632744,15,ng/ml,Plasma
HPRD_07180,PRL,5617,16,ng/ml,-,Plasma,19690635,16,ng/ml,Plasma
HPRD_01453,PRNP,5621,8.1,ng/ml,Spectral counting,Plasma,21632744,8.1,ng/ml,Plasma
HPRD_01466,PROC,5624,65,ng/ml,Spectral counting,Plasma,21632744,755,ng/ml,Plasma
HPRD_01466,PROC,5624,95,ng/ml,Multiple reaction monitoring,Plasma,22577024,,,
HPRD_01466,PROC,5624,730,ng/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_01466,PROC,5624,755,ng/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_01466,PROC,5624,2,ng/ml,-,Plasma,15611012,,,
HPRD_01466,PROC,5624,3.7,ug/ml,-,Plasma,15611012,,,
HPRD_01466,PROC,5624,3.7,ug/ml,-,Plasma,19690635,,,
HPRD_01466,PROC,5624,3.7,ug/ml,-,Plasma,20204147,,,
HPRD_02801,PROCR,10544,76,ng/ml,Spectral counting,Plasma,21632744,138,ng/ml,Plasma
HPRD_02801,PROCR,10544,125,ng/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_02801,PROCR,10544,130,ng/ml,Multiple reaction monitoring,Plasma,22577024,,,
HPRD_02801,PROCR,10544,138,ng/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_02801,PROCR,10544,98.4±27.8,ng/ml,ELISA,Plasma,9218519,,,
HPRD_02801,PROCR,10544,100,ng/ml,-,Plasma,15611012,1.7,ng/ml,Plasma
HPRD_01473,PROS1,5627,1.7,ug/ml,Spectral counting,Plasma,21632744,,,
HPRD_01473,PROS1,5627,26,ug/ml,ELISA,Plasma,1534488,26,ug/ml,Plasma
HPRD_01473,PROS1,5627,21,ug/ml,-,Plasma,15611012,,,
HPRD_01473,PROS1,5627,21,ug/ml,-,Plasma,20204147,,,
HPRD_07182,PROZ,8858,48,ng/ml,Spectral counting,Plasma,21632744,6.3,ug/ml,Plasma
HPRD_07182,PROZ,8858,0.34-4.2,ug/ml,Enzyme immunoassay,Plasma,19554219,,,
HPRD_07182,PROZ,8858,0.63-5.67,ug/ml,ELISA,Plasma,3580568,,,
HPRD_02039,PRSS1,5644,370,ng/ml,Spectral counting,Plasma,21632744,,,
HPRD_02039,PRSS1,5644,99,ng/ml,-,Plasma,19690635,370,ng/ml,Plasma
HPRD_03335,PRSS2,5645,370,ng/ml,Spectral counting,Plasma,21632744,370,ng/ml,Plasma
HPRD_07149,PRSS23,11098,24,ng/ml,Spectral counting,Plasma,21632744,24,ng/ml,Plasma
HPRD_01512,PRTN3,5657,21,ng/ml,Multiple reaction monitoring,Plasma,22577024,21,ng/ml,Plasma
HPRD_01512,PRTN3,5657,23,ng/ml,-,Plasma,15611012,,,
HPRD_01460,PSAP,5660,33,ng/ml,Spectral counting,Plasma,21632744,33,ng/ml,Plasma
HPRD_17918,PSAT1,29968,6.5,ng/ml,Spectral counting,Plasma,21632744,6.5,ng/ml,Plasma
HPRD_04170,PSMA1,5682,8.4,ng/ml,Spectral counting,Plasma,21632744,8.4,ng/ml,Plasma
HPRD_08907,PSMA2,5683,20,ng/ml,Spectral counting,Plasma,21632744,20,ng/ml,Plasma
HPRD_01463,PSMA3,5684,11,ng/ml,Spectral counting,Plasma,21632744,11,ng/ml,Plasma
HPRD_10168,PSMA4,5685,11,ng/ml,Spectral counting,Plasma,21632744,11,ng/ml,Plasma
HPRD_01464,PSMA5,5686,7.7,ng/ml,Spectral counting,Plasma,21632744,7.7,ng/ml,Plasma
HPRD_04171,PSMA6,5687,17,ng/ml,Spectral counting,Plasma,21632744,17,ng/ml,Plasma
HPRD_05967,PSMA7,5688,9.4,ng/ml,Spectral counting,Plasma,21632744,9.4,ng/ml,Plasma
HPRD_03603,PSMB1,5689,7,ng/ml,Spectral counting,Plasma,21632744,7,ng/ml,Plasma
HPRD_03708,PSMB2,5690,7.2,ng/ml,Spectral counting,Plasma,21632744,7.2,ng/ml,Plasma
HPRD_03709,PSMB3,5691,2.7,ng/ml,Spectral counting,Plasma,21632744,2.7,ng/ml,Plasma
HPRD_03710,PSMB4,5692,5.1,ng/ml,Spectral counting,Plasma,21632744,5.1,ng/ml,Plasma
HPRD_02629,PSMB5,5693,5,ng/ml,Spectral counting,Plasma,21632744,5,ng/ml,Plasma
HPRD_02630,PSMB6,5694,3.5,ng/ml,Spectral counting,Plasma,21632744,3.5,ng/ml,Plasma
HPRD_04940,PSMB7,5695,4.8,ng/ml,Spectral counting,Plasma,21632744,4.8,ng/ml,Plasma
HPRD_05121,PSMD5,5711,6.7,ng/ml,Spectral counting,Plasma,21632744,6.7,ng/ml,Plasma
HPRD_02803,PSME1,5720,1.5,ng/ml,Spectral counting,Plasma,21632744,1.5,ng/ml,Plasma
HPRD_08904,PTGDS,5730,40,ng/ml,Western blot,Serum,9184830,12,ug/ml,Plasma
HPRD_08904,PTGDS,5730,12,ug/ml,Spectral counting,Plasma,21632744,40,ng/ml,Serum
HPRD_06138,PTGES3,10728,6.6,ng/ml,Spectral counting,Plasma,21632744,2.8,ug/ml,Plasma
HPRD_03173,PTGR1,22949,2.6,ng/ml,Spectral counting,Plasma,21632744,2.6,ng/ml,Plasma
HPRD_01778,PTMA,5757,7.2,ng/ml,Spectral counting,Plasma,21632744,7.2,ng/ml,Plasma
HPRD_01050,PTPRC,5788,2,ng/ml,Spectral counting,Plasma,21632744,2,ng/ml,Plasma
HPRD_01552,PTPRF,5792,35,ng/ml,Spectral counting,Plasma,21632744,35,ng/ml,Plasma
HPRD_01478,PTPRG,5793,4.9,ng/ml,Spectral counting,Plasma,21632744,4.9,ng/ml,Plasma
HPRD_02955,PTPRJ,5795,9.9,ng/ml,Spectral counting,Plasma,21632744,9.9,ng/ml,Plasma
HPRD_03968,PTPRK,5796,1.7,ng/ml,Spectral counting,Plasma,21632744,1.7,ng/ml,Plasma
HPRD_01479,PTPRM,5797,47,ng/ml,Spectral counting,Plasma,21632744,47,ng/ml,Plasma
HPRD_03344,PTPRS,5802,6.4,ng/ml,Spectral counting,Plasma,21632744,6.4,ng/ml,Plasma
HPRD_03928,PTX3,5806,1.6,ng/ml,Spectral counting,Plasma,21632744,1.6,ng/ml,Plasma
HPRD_03928,PTX3,5806,0.8_±_0.3,ng/ml,Enzyme immunoassay,Plasma,22304663,,,
HPRD_01434,PVR,5817,23,ng/ml,Spectral counting,Plasma,21632744,23,ng/ml,Plasma
HPRD_07200,PVRL1,5818,920,pg/ml,Spectral counting,Plasma,21632744,920,pg/ml,Plasma
HPRD_00720,PYGB,5834,4.4,ng/ml,Spectral counting,Plasma,21632744,4.4,ng/ml,Plasma
HPRD_00720,PYGB,5834, 0.5-150,ng/ml,Immunoenzymatic assay,Serum,2658982, 150,ng/ml,Serum
HPRD_00720,PYGB,5834,3,ng/ml,-,Plasma,15611012,,,
HPRD_01987,PYGL,5836,5.4,ng/ml,Spectral counting,Plasma,21632744,5.4,ng/ml,Plasma
HPRD_01986,PYGM,5837,4.7,ng/ml,Spectral counting,Plasma,21632744,4.7,ng/ml,Plasma
HPRD_07178,PZP,5858,200,ng/ml,Spectral counting,Plasma,21632744,37.2,ug/ml,Serum
HPRD_07178,PZP,5858,30-62,ug/ml,Single radial immunodiffusion,Plasma,7226526,62,ug/ml,Plasma
HPRD_07178,PZP,5858,23.6 ± 13.6,mg/L,Multiple reaction monitoring,Serum,21879768,,,
HPRD_07178,PZP,5858,8.4,ug/ml,-,Plasma,19690635,,,
HPRD_07178,PZP,5858,10,ug/ml,-,Plasma,20204147,,,
HPRD_02025,QDPR,5860,6.4,ng/ml,Spectral counting,Plasma,21632744,6.4,ng/ml,Plasma
HPRD_06950,QPRT,23475,13,ng/ml,Spectral counting,Plasma,21632744,13,ng/ml,Plasma
HPRD_06785,QSOX1,5768,150,ng/ml,Spectral counting,Plasma,21632744,150,ng/ml,Plasma
HPRD_06772,RAD23B,5887,10,ng/ml,Spectral counting,Plasma,21632744,10,ng/ml,Plasma
HPRD_03109,RAN,5901,4.6,ng/ml,Spectral counting,Plasma,21632744,4.6,ng/ml,Plasma
HPRD_03839,RANGAP1,5905,1.9,ng/ml,Spectral counting,Plasma,21632744,1.9,ng/ml,Plasma
HPRD_01546,RAP1B,5908,5.9,ng/ml,Spectral counting,Plasma,21632744,5.9,ng/ml,Plasma
HPRD_03577,RARRES2,5919,570,ng/ml,Spectral counting,Plasma,21632744,570,ng/ml,Plasma
HPRD_01580,RBP4,5950,580,ug/ml,Spectral counting,Plasma,21632744,580,ug/ml,Plasma
HPRD_01580,RBP4,5950,32,ug/ml,-,Plasma,19690635,,,
HPRD_01580,RBP4,5950,55,ug/ml,-,Plasma,15627965,,,
HPRD_01580,RBP4,5950,55,ug/ml,-,Plasma,20677825,,,
HPRD_01580,RBP4,5950,30-60 ,ug/mL,-,Serum,12872236,,,
HPRD_05567,RECK,8434,1.8,ng/ml,Spectral counting,Plasma,21632744,1.8,ng/ml,Plasma
HPRD_01338,REG1A,5967,47,ng/ml,Spectral counting,Plasma,21632744,47,ng/ml,Plasma
HPRD_01338,REG1A,5967,203.41-574.66,ng/ml,ELISA,Serum,21691750,574.66,ng/ml,Serum
HPRD_01342,REG3A,5068,20,ng/ml,Spectral counting,Plasma,21632744,20,ng/ml,Plasma
HPRD_01564,REN,5972,37,pg/ml,-,Plasma,15611012,37,pg/ml,Plasma
HPRD_05714,RETN,56729,30.7±4.1,ng/ml,ELISA,Plasma,16320084,34.8,ng/ml,Plasma
HPRD_05714,RETN,56729,6.40 ± 2.66,ng/ml,ELISA,serum,21226708,9.06,ng/ml,serum
HPRD_05714,RETN,56729,15,ng/ml,-,Plasma,15611012,,,
HPRD_01322,RHOC,389,6.2,ng/ml,Spectral counting,Plasma,21632744,6.2,ng/ml,Plasma
HPRD_01591,RNASE1,6035,4.7,ug/ml,Spectral counting,Plasma,21632744,4.7,ug/ml,Plasma
HPRD_00577,RNASE2,6036,1.5,ug/ml,Spectral counting,Plasma,21632744,1.5,ug/ml,Plasma
HPRD_03018,RNASE4,6038,5.5,ng/ml,Spectral counting,Plasma,21632744,5.5,ng/ml,Plasma
HPRD_03581,RNASE6,6039,12,ng/ml,Spectral counting,Plasma,21632744,12,ng/ml,Plasma
HPRD_10197,RNASET2,8635,23,ng/ml,Spectral counting,Plasma,21632744,23,ng/ml,Plasma
HPRD_01412,RNH1,6050,43,ng/ml,Spectral counting,Plasma,21632744,43,ng/ml,Plasma
HPRD_10364,RPL11,6135,3.4,ng/ml,Spectral counting,Plasma,21632744,3.4,ng/ml,Plasma
HPRD_01603,RPL12,6136,1.9,ng/ml,Spectral counting,Plasma,21632744,1.9,ng/ml,Plasma
HPRD_01602,RPL22,6146,6.8,ng/ml,Spectral counting,Plasma,21632744,6.8,ng/ml,Plasma
HPRD_04699,RPL5,6125,4,ng/ml,Spectral counting,Plasma,21632744,4,ng/ml,Plasma
HPRD_01712,RPL7A,6130,3.5,ng/ml,Spectral counting,Plasma,21632744,3.5,ng/ml,Plasma
HPRD_04697,RPS10,6204,1.7,ng/ml,Spectral counting,Plasma,21632744,1.7,ng/ml,Plasma
HPRD_04714,RPS12,6206,8.3,ng/ml,Spectral counting,Plasma,21632744,8.3,ng/ml,Plasma
HPRD_00562,RPS14,6208,4.8,ng/ml,Spectral counting,Plasma,21632744,4.8,ng/ml,Plasma
HPRD_01601,RPS18,6222,1.7,ng/ml,Spectral counting,Plasma,21632744,1.7,ng/ml,Plasma
HPRD_04591,RPS19,6223,5.3,ng/ml,Spectral counting,Plasma,21632744,5.3,ng/ml,Plasma
HPRD_04690,RPS2,6187,3.4,ng/ml,Spectral counting,Plasma,21632744,3.4,ng/ml,Plasma
HPRD_04728,RPS20,6224,2.9,ng/ml,Spectral counting,Plasma,21632744,2.9,ng/ml,Plasma
HPRD_04729,RPS23,6228,5.6,ng/ml,Spectral counting,Plasma,21632744,5.6,ng/ml,Plasma
HPRD_01593,RPS25,6230,5,ng/ml,Spectral counting,Plasma,21632744,5,ng/ml,Plasma
HPRD_04731,RPS28,6234,17,ng/ml,Spectral counting,Plasma,21632744,17,ng/ml,Plasma
HPRD_10941,RPS3,6188,8.3,ng/ml,Spectral counting,Plasma,21632744,8.3,ng/ml,Plasma
HPRD_04695,RPS5,6193,4.2,ng/ml,Spectral counting,Plasma,21632744,4.2,ng/ml,Plasma
